index,antecedent,consequent,confidence,support,interest
76,"as,in,of,be",the,0.9026455026455027,0.01066257996934977,0.3783365703285103
77,"best,which",be,0.9385606874328679,0.010922581919364396,0.37779398168257483
78,india,in,0.6815636200716846,0.01521261409460571,0.3776788409358411
79,"on,and,of",the,0.9015317286652079,0.015450115875869069,0.37722279634821554
80,"as,in,of",the,0.9012178619756428,0.01665012487593657,0.3769089296586504
81,"and,a,to,in,of",the,0.9010439321444106,0.010357577681832614,0.3767349998274182
82,"on,to,of",the,0.8994939801081836,0.012887596656974927,0.3751850477911912
83,"at,of,be",the,0.8984631324469003,0.013007597556981677,0.37415420012990797
84,"by,of,be",the,0.8983335080180275,0.021427660707455307,0.3740245757010351
85,"that,in,of,be",the,0.8978453251250481,0.011667587506906302,0.37353639280805573
86,"and,in,of,be",the,0.8972911157172468,0.03138523538926542,0.37298218340025446
87,"'s,in,of",the,0.8971040284743569,0.013862603969529772,0.3727950961573645
88,"by,of",the,0.8956421133821828,0.02903021772663295,0.3713331810651904
89,can,i,0.5059042232869898,0.048305362290217174,0.37066570899813267
90,"which,in,of",the,0.8946692357096981,0.010447578356837676,0.37036030339270576
91,"from,and,of",the,0.8941001302810349,0.012010090075675568,0.3697911979640425
92,"i,how,a",do,0.5596296296296296,0.011332584994387458,0.36978570580020087
93,"by,and,in",the,0.8937232524964337,0.012530093975704818,0.3694143201794413
94,"from,to,of",the,0.8937151643282721,0.011625087188153912,0.36940623201127976
95,"that,in,of",the,0.8919183445190156,0.015947619607147055,0.36760941220202326
96,world,the,0.8917417417417417,0.014847611357085178,0.3674328094247493
97,"and,in,of",the,0.8916566224722111,0.04993537451530886,0.36734769015521873
98,"to,in,of,be",the,0.8912062116287468,0.02467768508263812,0.3668972793117544
99,"to,in,of",the,0.8907529797209512,0.039422795670967535,0.36644404740395886
100,"can,in",i,0.501628664495114,0.012705095288214662,0.36639015020625687
101,"as,and,of,be",the,0.8903692424819185,0.011695087713157849,0.36606031016492613
102,best,the,0.8900763358778626,0.04372532793995955,0.36576740356087023
103,"at,of",the,0.8899958053691275,0.021217659132443493,0.3656868730521351
104,"'s,and,of",the,0.8893932516265698,0.0146951102133266,0.3650843193095774
105,"on,of,be",the,0.8885609727304923,0.018817641132308494,0.3642520404134999
106,"best,in",the,0.8881533101045296,0.012745095588216912,0.3638443777875372
107,"that,and,of,be",the,0.8876663708961846,0.012505093788203412,0.3633574385791922
108,i,how,0.5194010537018209,0.07024302682270117,0.3629873805992726
109,"as,and,the,be",of,0.668381197313902,0.011695087713157849,0.362833905709215
110,"best,what,the",be,0.9234544515240227,0.026812701095258216,0.36268774577372964
111,"as,to,of",the,0.8865216077364763,0.014667610007075053,0.3622126754194839
112,"state,be",the,0.8860445912469034,0.010730080475603566,0.361735658929911
113,"as,and,of",the,0.8842858819387396,0.01883764128230962,0.3599769496217472
114,"with,in,of",the,0.8836896397069817,0.01477761083208124,0.3593807073899893
115,"that,to,of,be",the,0.8835466179159049,0.012082590619429645,0.35923768559891256
116,"by,a,of",the,0.8832469157875916,0.012350092625694692,0.35893798347059924
117,"best,what",be,0.9192137986361814,0.028645214839111293,0.3584470928858883
118,"'s,to,of",the,0.8827498176513494,0.01210259076943077,0.35844088533435703
119,"as,and,the",of,0.6639351484712309,0.01883764128230962,0.3583878568665439
120,"best,for,the",be,0.9188152567653952,0.01078008085060638,0.35804855101510213
121,"and,to,of,be",the,0.8817941516603337,0.026687700157751182,0.3574852193433413
122,"and,a,to,in,the",of,0.66288,0.010357577681832614,0.357332708395313
123,"and,a,in,the",of,0.6621157684630739,0.02073265549491621,0.35656847685838683
124,"from,of,be",the,0.8806873977086743,0.013452600894506709,0.35637846539168194
125,"and,to,of",the,0.8804133347180393,0.042387817908634315,0.3561044024010469
126,"that,to,of",the,0.8800324236692786,0.016285122138416038,0.3557234913522862
127,"that,and,of",the,0.8795489492567914,0.017160128700965258,0.355240016939799
128,"best,for,be",the,0.8792822185970636,0.01078008085060638,0.3549732862800712
129,"and,a,in,the,be",of,0.6602434077079108,0.01302009765073238,0.35469611610322377
130,"for,in,of,be",the,0.8782168186423506,0.010835081263109473,0.3539078863253582
131,"i,how",do,0.543154073388618,0.038152786145896095,0.35331014955918927
132,"by,a,the",of,0.658052484347942,0.012350092625694692,0.3525051927432549
133,"and,a,in,of,be",the,0.8760302775441547,0.01302009765073238,0.35172134522716236
134,"by,and,to",the,0.8757936507936508,0.011035082763120723,0.3514847184766584
135,"have,in,of,be",the,0.8747944078947368,0.010637579781848363,0.35048547557774445
136,"my,i",how,0.506717979879819,0.0187626407198054,0.35030430677727076
137,"between,and,the",what,0.5995606667528104,0.011600087000652504,0.34989379425126665
138,"with,to,of",the,0.8737682636765206,0.012857596431973239,0.3494593313595282
139,"for,in,of",the,0.8737461548749499,0.01633262249466871,0.3494372225579575
140,"for,and,of,be",the,0.8736059479553904,0.011750088125660942,0.349297015638398
141,state,the,0.8730585789409319,0.01784763385725393,0.3487496466239395
142,"state,the",of,0.6538730914693934,0.011670087525656443,0.3483257998647064
143,"which,of,be",the,0.8723016114320462,0.014345107588306913,0.3479926791150538
144,"as,a,the,be",of,0.6532271175418631,0.010045075338065035,0.3476798259371761
145,"a,to,in,of",the,0.8719117294315184,0.018175136313522352,0.347602797114526
146,"a,to,in,of,be",the,0.871698820003746,0.011635087263154474,0.3473898876867536
147,"between,and,be",the,0.8714392244593587,0.014607609557071678,0.34713029214236635
148,"best,for",be,0.9071402145763966,0.01226009195068963,0.3463735088261035
149,"as,a,the",of,0.6517301214657548,0.015962619719647898,0.3461828298610678
150,"and,a,in,of",the,0.8704733914138764,0.02073265549491621,0.346164459096884
151,"most,be",the,0.8702555197221533,0.017540131550986632,0.34594658740516093
152,"for,and,of",the,0.8700036447576236,0.017902634269757023,0.3456947124406312
153,"by,and,the",of,0.650962309542903,0.016235121763413227,0.345415017938216
154,"as,in,the,be",of,0.6508469403326721,0.01066257996934977,0.3452996487279851
155,city,the,0.8689281413087113,0.01082258116935877,0.34461920899171894
156,"with,and,of",the,0.868706942236354,0.016392622944672086,0.34439800991936165
157,"in,of,be",the,0.868670290970014,0.06351547636607274,0.34436135865302164
158,"best,for",the,0.868109507954125,0.011732587994409958,0.3438005756371326
159,"for,what,the",be,0.9042922783817102,0.02017265129488471,0.34352557263141714
160,"one,the",of,0.6489671777974908,0.012802596019470145,0.3434198861928038
161,some,what,0.5930146850371378,0.02614769610772081,0.3433478125355941
162,"it,for",to,0.6361153262518968,0.010480078600589504,0.34318812929791964
163,"have,in,of",the,0.8674195924380064,0.017665132488493662,0.343110660121014
164,"as,of,be",the,0.8672965879265092,0.02065265489491171,0.34298765560951683
165,"for,to,of,be",the,0.8672813036020584,0.010112575844318832,0.34297237128506597
166,"on,of",the,0.8669349243790759,0.031240234301757264,0.34262599206208355
167,"as,in,the",of,0.6473561430793157,0.01665012487593657,0.34180885147462864
168,"best,what,to,the",be,0.9025630593978845,0.011092583194373958,0.3417963536475914
169,"and,a,to,of",the,0.8657433901796956,0.018910141826063695,0.3414344578627032
170,"best,what,to",be,0.9016585365853659,0.011552586644399832,0.3408918308350728
171,"as,and,a",of,0.6463490099009901,0.010445078338087535,0.34080171829630307
172,"and,a,to,of,be",the,0.8646629912857905,0.012155091163183723,0.3403540589687981
173,"have,to,of,be",the,0.864473944917773,0.010907581806863551,0.3401650126007806
174,"by,and,the,be",of,0.6450829623634157,0.011955089663172474,0.33953567075872865
175,"from,of",the,0.8634783425725829,0.022975172313792352,0.33916941025559055
176,"best,the",be,0.8990280160091481,0.039310294827211205,0.338261310258855
177,"for,to,of",the,0.8622138510576645,0.014877611582086865,0.3379049187406721
178,"by,in,be",the,0.862152822219378,0.016840126300947257,0.33784388990238556
179,"between,be",the,0.8613387978142076,0.015762618219636648,0.33702986549721525
180,"it,a,be",to,0.6296368606013276,0.01612512093840704,0.33670966364735044
181,"i,what",do,0.5261577549370597,0.011390085425640692,0.336313831107631
182,"which,of",the,0.8597810461130156,0.019437645782343367,0.33547211379602326
183,"as,and,in",of,0.6408096926713948,0.010842581319359895,0.33526240106670774
184,"'s,of,be",the,0.8585832801531589,0.016817626132195992,0.3342743478361665
185,"and,of,be",the,0.8585786802030457,0.06342797570981783,0.33426974788605335
186,"have,and,of,be",the,0.8578549012368469,0.011617587131903489,0.33354596891985455
187,"by,in",the,0.8578108598148678,0.022472668545014087,0.33350192749787544
188,"best,to,the",be,0.8941085271317829,0.01441760813206099,0.3333418213814898
189,"as,of",the,0.8571060098013928,0.0332302492268692,0.33279707748440046
190,"on,a,of",the,0.8568086102012167,0.01373260299452246,0.3324996778842243
191,"on,and,in",the,0.8562103354487761,0.011805088538164036,0.33190140313178373
192,"in,of",the,0.8560434201878432,0.10094325707442806,0.3317344878708508
193,"'s,and,in",the,0.855072463768116,0.011947589606922052,0.3307635314511236
194,"that,of,be",the,0.8524475524475524,0.024380182851371387,0.32813862013056005
195,"best,in,the",be,0.8887799136916438,0.011327584956887177,0.3280132079413507
196,"between,the",what,0.5773611770289511,0.012165091238184286,0.32769430452740733
197,"as,a,of,be",the,0.8516320474777448,0.010045075338065035,0.3273231151607524
198,"by,and,a",the,0.8515164279696714,0.010107575806818552,0.32720749565267904
199,"by,in,the",of,0.632439648459228,0.01421260659454946,0.32689235685454093
200,"have,to,of",the,0.8511078646213781,0.017477631082233117,0.3267989323043857
201,"best,to",be,0.8874927787406124,0.015362615219614148,0.3267260729903193
202,"as,and,in",the,0.8506205673758865,0.014392607944559585,0.32631163505889416
203,"how,a",do,0.5157114275626692,0.021910164326232447,0.32586750373324047
204,"on,to,in",the,0.8495245969408847,0.010275077063077974,0.3252156646238923
205,"that,and,in,be",the,0.8494486853265479,0.010015075113063349,0.32513975300955555
206,"and,a,to,the",of,0.6305960817007086,0.018910141826063695,0.32504879009602156
207,"with,of,be",the,0.8493150684931506,0.017360130200976508,0.32500613617615826
208,"and,a,to,the,be",of,0.6303643199792558,0.012155091163183723,0.3248170283745688
209,"to,of,be",the,0.8482237216486465,0.05217039127793458,0.3239147893316541
210,"and,of",the,0.8473005473544535,0.10216826626199696,0.3229916150374611
211,"'s,of",the,0.8467010234448719,0.029162718720390404,0.3223920911278795
212,"by,in,the,be",of,0.6278206650831354,0.010572579294344707,0.32227337347844837
213,most,the,0.8464828464828464,0.023255174413808102,0.32217391416585406
214,your,what,0.5717616055138861,0.014102605769543272,0.32209473301234237
215,"a,in,of,be",the,0.8459825252698304,0.024690185176388824,0.32167359295283804
216,"by,and,be",the,0.8452679589509692,0.01853263899479246,0.3209590266339768
217,"what,of,the",be,0.8815802768515711,0.043625327189953926,0.32081357110127806
218,"that,of",the,0.8450820191272405,0.033357750183126374,0.3207730868102481
219,best,be,0.8814758269720102,0.043302824771185786,0.32070912122171713
220,"between,and",the,0.8440396989857127,0.019347645107338305,0.31973076666872036
221,"between,what,the",be,0.8803945745992602,0.010710080325602443,0.3196278688489671
222,"and,a,the",of,0.6246230757022695,0.03935779518346388,0.31907578409758247
223,"between,what,and,the",be,0.8797413793103448,0.010205076538074035,0.3189746735600517
224,"that,and,in",the,0.8430859254696643,0.013687602657019928,0.31877699315267194
225,"between,what,and",be,0.8793859649122807,0.011027582706870301,0.31861925916198763
226,"by,and",the,0.8427811100785672,0.024940187051402884,0.31847217776157477
227,"have,and,of",the,0.8422442244224423,0.019140143551076634,0.3179352921054499
228,"that,a,of,be",the,0.8421052631578947,0.011560086700650255,0.3177963308409023
229,"between,what",be,0.8784321151297103,0.011597586981902365,0.31766540937941723
230,"as,a,of",the,0.8416820458739784,0.015962619719647898,0.31737311355698605
231,"who,of",the,0.8416256606524513,0.01154508658814941,0.3173167283354589
232,"to,of",the,0.8405581723382283,0.08342812571094284,0.3162492400212359
233,"what,in,of,be",the,0.8403103572717431,0.011642587319404896,0.3160014249547507
234,"that,to,in",the,0.8400063552589768,0.01321759913199349,0.31569742294198444
235,"that,a,the,be",of,0.6211714132186996,0.011560086700650255,0.3156241216140126
236,"and,a,of,be",the,0.8397496355997599,0.024485183638877292,0.3154407032827675
237,"as,in,of",and,0.5868741542625169,0.010842581319359895,0.31542711840974796
238,"that,and,the",of,0.6200542005420054,0.017160128700965258,0.3145069089373184
239,"that,and,the,be",of,0.6194427244582044,0.012505093788203412,0.31389543285351734
240,"as,the,be",of,0.6194046637174777,0.02065265489491171,0.3138573721127907
241,"for,of,be",the,0.838038496791934,0.022857671432535743,0.3137295644749416
242,"a,in,of",the,0.8377949423341445,0.03959029692722695,0.31348601001715215
243,"but,of",the,0.8377408386853041,0.011087583156873677,0.31343190636831175
244,"and,a,the,be",of,0.618933265925177,0.024485183638877292,0.3133859743204899
245,"as,to,in",the,0.8373515653112631,0.011635087263154474,0.3130426329942707
246,"'s,a,of",the,0.8363636363636363,0.011155083663127473,0.3120547040466439
247,"at,in,be",the,0.8360556563823351,0.010365077738083036,0.31174672406534276
248,"it,and,of",the,0.8356697819314641,0.010730080475603566,0.31136084961447175
249,"and,to,in,the",of,0.6164499717354438,0.02181016357622682,0.3109026801307568
250,"what,and,the",be,0.8710104312626499,0.027972709795323465,0.3102437255123568
251,how,do,0.5000559418205067,0.07821558661689963,0.310212017991078
252,"that,a,the",of,0.6154371584699454,0.015767618257136927,0.3098898668652584
253,"and,to,in,the,be",of,0.6153504387426414,0.013850103875779068,0.30980314713795437
254,"have,of,be",the,0.8339174454828661,0.021415160613704604,0.3096085131658737
255,"with,of",the,0.8339080864240974,0.02962272217041628,0.30959915410710503
256,"'s,to,in",the,0.833463186599143,0.010697580231851739,0.3091542542821506
257,"what,in,of,the",be,0.8698169592827792,0.011642587319404896,0.30905025353248616
258,state,of,0.6133056133056133,0.01253759403195524,0.30775832170092626
259,"that,a,of",the,0.8320580474934037,0.015767618257136927,0.30774911517641135
260,"as,to,the",of,0.6129335562055996,0.014667610007075053,0.3073862646009126
261,"as,the",of,0.6126474926253688,0.0332302492268692,0.30710020102068175
262,between,the,0.8309178743961353,0.021070158026185195,0.3066089420791429
263,"it,a",to,0.599397168091967,0.021377660332452492,0.3064699711379898
264,"that,what",be,0.8660744789887257,0.012675095063212974,0.3053077732384326
265,"as,and,to",the,0.8295401035944122,0.013212599094493209,0.30523117127741983
266,"by,to,be",the,0.829408385985066,0.014440108300812255,0.3050994536680737
267,"and,a,of",the,0.8292772861356932,0.03935779518346388,0.3049683538187008
268,"by,to,the",of,0.6101716304896517,0.012087590656929928,0.3046243388849647
269,"as,and,be",of,0.6097249622838575,0.013135098513238849,0.3041776706791705
270,"'s,and,to",the,0.8282392649540596,0.011042582819371146,0.30393033263706726
271,"on,and,to",the,0.8280349201120079,0.012567594256956928,0.3037259877950155
272,"with,and,in",the,0.8278465720326186,0.013705102788270912,0.3035376397156262
273,"on,in,be",the,0.826601882781658,0.013610102075765568,0.30229295046466564
274,"a,to,of,be",the,0.8261108063631377,0.022590169426270696,0.30180187404614534
275,"what,in,the",be,0.8623129251700681,0.03169023767678258,0.301546219419775
276,"for,of",the,0.825253063399041,0.03485276139571047,0.30094413108204865
277,"by,to",the,0.8250728862973761,0.019810148576114323,0.3007639539803837
278,"best,in",be,0.8611498257839721,0.012357592681945114,0.30038312003367906
279,"what,the",be,0.8611015146280706,0.11839588796915977,0.3003348088777775
280,"at,and,be",the,0.8245784066679589,0.010635079763098224,0.3002694743509665
281,"one,of",the,0.8245049106424086,0.012802596019470145,0.3001959783254162
282,"what,and,of",be,0.8608045567817729,0.012090090675680067,0.30003785103147984
283,"at,and,the",of,0.6053667784745516,0.010377577831833738,0.29981948686986454
284,"what,a,the",be,0.860201770640313,0.02089015667617507,0.2994350648900199
285,"that,and,to,be",the,0.8233112065599375,0.01054257906934302,0.2990022742429451
286,"not,of",the,0.8233050112710248,0.011870089025667692,0.29899607895403246
287,"a,to,in,of,the",and,0.5698762035763412,0.010357577681832614,0.29842916772357225
288,"with,a,the",of,0.6038532308691417,0.013947604607034553,0.29830593926445464
289,"and,to,in,be",the,0.8224922346062489,0.022507668807516056,0.2981833022892565
290,"this,the",of,0.6034117515888059,0.013530101475761069,0.29786445998411887
291,"between,and",what,0.5470607481731923,0.01254009405070538,0.29739387567164854
292,"and,to,in",the,0.8213580963435868,0.03538026535199014,0.2970491640265944
293,go,to,0.5898786017259032,0.010082575619317144,0.29695140477192605
294,"a,to,of",the,0.8212017017308701,0.03522776420823156,0.29689276941387777
295,"with,and,the",of,0.601614827048353,0.016392622944672086,0.296067535443666
296,"as,of,the",and,0.5668823352392417,0.01883764128230962,0.2954352993864728
297,"as,in,be",the,0.8192274034254282,0.016382622869671522,0.29491847110843583
298,"as,of,the,be",and,0.5662752693378525,0.011695087713157849,0.29482823348508364
299,"at,in",the,0.8187944131340358,0.016707625307189805,0.2944854808170434
300,"for,a,of,be",the,0.8186900958466453,0.010250076875576566,0.29438116352965293
301,"and,a,to,in",of,0.5995566566697093,0.0114950862131466,0.29400936506502223
302,"and,in,the",of,0.5987589556041848,0.04993537451530886,0.2932116639994978
303,"from,and,to",the,0.8169836189041612,0.010847581356860177,0.2926746865871688
304,"with,a,of",the,0.8162399414776884,0.013947604607034553,0.29193100916069603
305,"and,a,to,in,be",the,0.8161057692307693,0.01018507638807291,0.2917968369137769
306,"as,and",of,0.5972942660872004,0.021302659769948273,0.29174697448251335
307,"and,in,the,be",of,0.5969567284831193,0.03138523538926542,0.2914094368784323
308,"what,in,of",the,0.815661182205972,0.013385100388252911,0.29135224988897956
309,other,and,0.5627738825591586,0.012842596319472396,0.2913268467063897
310,"he,of",the,0.8154086820492765,0.01042507818808641,0.29109974973228414
311,"from,and,the",of,0.5963997517070143,0.012010090075675568,0.2908524601023273
312,"and,a,to,in",the,0.8149693571521711,0.015625117188378914,0.29066042483517873
313,"have,and,in,be",the,0.8144475920679887,0.010062575469316019,0.2901386597509963
314,"'s,and,be",the,0.8142545454545455,0.013995104963287224,0.28994561313755307
315,"have,a,of,be",the,0.8141754670999187,0.01002257516931377,0.28986653478292634
316,"that,and,to",the,0.8141669056495555,0.014195106463298475,0.28985797333256313
317,"to,in,of,the,be",and,0.5612399959477257,0.013850103875779068,0.28979296009495675
318,"from,in,be",the,0.8134034165571616,0.010832581244359332,0.28909448424016926
319,"by,and",of,0.5943228858663513,0.017587631907239304,0.28877559426166427
320,"'s,in,be",the,0.8128427128427128,0.014082605619542147,0.28853378052572043
321,"as,in,the",and,0.5595839813374806,0.014392607944559585,0.28813694548471164
322,"as,and,be",the,0.8122316351398399,0.017497631232234242,0.2879227028228475
323,"for,a,of",the,0.8122174867622368,0.015722617919634398,0.28790855444524444
324,"by,of,the",and,0.5592490527040992,0.016235121763413227,0.2878020168513303
325,"of,be",the,0.8119551681195517,0.1532211491586187,0.2876462358025593
326,"this,of",the,0.8118811881188119,0.013530101475761069,0.28757225580181955
327,"by,and,be",of,0.5930444697833523,0.013002597519481397,0.2874971781786653
328,"his,of",the,0.8109339407744874,0.01246009345070088,0.28662500845749506
329,"by,of,the,be",and,0.5579278963948198,0.011955089663172474,0.28648086054205085
330,"their,the",and,0.5578311671261652,0.01062257966934752,0.2863841312733963
331,"by,in,the",and,0.5575703637779509,0.012530093975704818,0.28612332792518197
332,"it,a,the",to,0.5787989850577954,0.010265076988077411,0.2858717881038182
333,"by,to,the",and,0.5570418980312973,0.011035082763120723,0.2855948621785284
334,"that,in,the,be",of,0.5910587639311043,0.011667587506906302,0.2855114723264173
335,"that,in,the",of,0.5908122626655552,0.015947619607147055,0.2852649710608682
336,"as,in,be",of,0.5906988373546693,0.011812588594414457,0.2851515457499823
337,"on,and,be",the,0.8089179997480791,0.0160551204134031,0.2846090674310867
338,"a,to,in,the",of,0.5900495089684279,0.018175136313522352,0.2845022173637409
339,"by,a,be",of,0.5898868356968916,0.010295077213079097,0.2843395440922046
340,"a,in,the",of,0.589817125405043,0.03959029692722695,0.28426983380035603
341,"with,to,in",the,0.8085106382978723,0.010925081938114535,0.2842017059808799
342,"'s,and,the",of,0.5895095777755491,0.0146951102133266,0.2839622861708621
343,"an,of,be",the,0.8082545141874462,0.011750088125660942,0.2839455818704538
344,"it,be",to,0.5767665130568357,0.037547781608362064,0.2838393161028585
345,"by,the",of,0.5892621536587841,0.02903021772663295,0.2837148620540971
346,"what,in,of",be,0.84430225472273,0.01385510391327935,0.28353554897243693
347,"way,to",the,0.8074,0.010092575694317707,0.2830910676830076
348,"a,in,the,be",of,0.5885928839620955,0.024690185176388824,0.2830455923574085
349,"have,of",the,0.807304442627419,0.03702527768958267,0.2829955103104266
350,"for,what",be,0.8435824221742462,0.030282727120453403,0.2828157164239531
351,"with,in,the",of,0.5883348263163133,0.01477761083208124,0.28278753471162626
352,"and,a,in,be",of,0.5882643973876904,0.014862611469586022,0.2827171057830034
353,"for,in,of",and,0.5534305202621372,0.01034507758808191,0.2819834844093683
354,"with,of,the",and,0.5533800320702169,0.016392622944672086,0.281932996217448
355,"to,in,of,the",and,0.5532373644492359,0.02181016357622682,0.28179032859646697
356,"as,in",the,0.8053228962818004,0.02572019290144676,0.28101396396480804
357,"by,the,be",of,0.5862918120254463,0.021427660707455307,0.2807445204207593
358,"have,in,of",and,0.5521728455683771,0.011245084338132537,0.2807258097156082
359,"as,to,the",and,0.5521312160468032,0.013212599094493209,0.28068418019403424
360,"as,of,be",and,0.5516010498687665,0.013135098513238849,0.28015401401599754
361,"a,to,in,of",and,0.5514511873350924,0.0114950862131466,0.28000415148232344
362,"have,a,the,be",of,0.5854264018691588,0.01002257516931377,0.2798791102644718
363,"first,be",the,0.8037346046881207,0.010115075863068973,0.27942567237112836
364,"as,a,of",and,0.5507513841286581,0.010445078338087535,0.2793043482758892
365,"and,a,in",of,0.5848373235113566,0.023817678632589743,0.2792900319066696
366,"their,of",the,0.8035227891774106,0.01106258296937227,0.2792138568604182
367,"on,in",the,0.803454019461734,0.022912671845038837,0.2791450871447416
368,"for,and,in,be",the,0.8031863221293958,0.010335077513081348,0.2788773898124034
369,"'s,a,the",of,0.5843373493975904,0.011155083663127473,0.2787900577929034
370,"what,of",be,0.83933497071604,0.055532916496873724,0.27856826496574694
371,"it,in,be",to,0.5712184636271072,0.012622594669460021,0.27829126667313
