index,antecedent,consequent,confidence,support,interest
88,"possible,be",to,0.9256658865485345,0.021356632100771628,0.6143157082337698
89,"some,be",what,0.9253228523301515,0.03389908952763943,0.6098869903640352
90,"method,the",what,0.9248487668683109,0.010220637202090923,0.6094129049021946
91,possible,to,0.9187973225063096,0.02152890447625341,0.6074471441915449
92,"ways,what,be",to,0.9095072175211548,0.023490752573157907,0.5981570392063901
93,"ways,be",to,0.9074019171854927,0.023609029129458833,0.5960517388707279
94,method,what,0.8956464668562678,0.010526613510782452,0.5802106048901514
95,"some,to",what,0.8941993464052288,0.022513685368932862,0.5787634844391125
96,"it,for,be",to,0.889592209373098,0.018790545074938485,0.5782420310583333
97,"it,for,to,be",possible,0.5933223864258347,0.011148851046104715,0.5698907721308273
98,"process,the",what,0.8751833878794718,0.01993988465464531,0.5597475259133555
99,"it,for",to,0.8677854632044449,0.01967761924719543,0.5564352848896802
100,provide,you,0.6333911650874149,0.012203055134873842,0.5524771444301572
101,"you,of",can,0.6541798509747881,0.01647900976810081,0.5461573578592551
102,process,what,0.8600458865945592,0.020240718504367233,0.5446100246284429
103,"it,for,to",possible,0.5678818763883444,0.011174563340952744,0.544450262093337
104,"ways,what",some,0.5818703578663066,0.017726056068230144,0.5341894783001244
105,"you,of,the",can,0.6412857142857142,0.011542249157279536,0.5332632211701812
106,provide,can,0.6404644334712398,0.012339330297568389,0.5324419403557068
107,"take,what",to,0.8427727588603197,0.012473034230778132,0.5314225805455549
108,ways,some,0.5749230385223396,0.017767195739986988,0.5272421589561574
109,"it,for,be",possible,0.5357273280584297,0.011315980962616894,0.5122957137634223
110,"it,a,be",to,0.8149847094801224,0.017816049100198243,0.5036345311653576
111,"reason,what,be,the",behind,0.5204654569126862,0.016445583784798375,0.4997490609536305
112,"reason,what,the",behind,0.5201453371013323,0.016563860341099305,0.49942894114227654
113,"reason,what,be",behind,0.514372892243456,0.016471296079646404,0.4936564962844002
114,"some,what,be",ways,0.5226790048543689,0.017718342379775737,0.4917753976765247
115,"reason,what",behind,0.5111287128712871,0.016592143865432132,0.4904123169122314
116,"reason,be,the",behind,0.5089004410838059,0.016612713701310556,0.4881840451247502
117,"some,what",ways,0.5173733583489681,0.017726056068230144,0.4864697511711239
118,"reason,the",behind,0.5068208092485549,0.016908405092062873,0.48610441328949916
119,way,to,0.7932571207130401,0.010526613510782452,0.48190694239827536
120,"ways,what",to,0.7911883862255233,0.02410270519054096,0.4798382079107586
121,ways,to,0.78933355520426,0.02439325412232367,0.4779833768894952
122,"it,for",possible,0.5001700873114866,0.011341693257464923,0.47673847301647915
123,"you,a",can,0.5842298288508557,0.012287905707872334,0.4762073357353227
124,"my,be,the",what,0.7861116095460254,0.01126455637292084,0.4706757475799091
125,"take,to",what,0.786096256684492,0.012473034230778132,0.4706603947183757
126,"it,a",to,0.7771722676354829,0.019801038262465962,0.4658220893207181
127,"process,what,the",for,0.6296582849774339,0.01255531357429182,0.4612247551164603
128,"process,what,be,the",for,0.6273077433922167,0.012143916856723379,0.45887421353124314
129,"process,what,be",for,0.6264458464773922,0.012254479724569898,0.4580123166164186
130,"process,what",for,0.6260162601626016,0.012671018901107943,0.457582730301628
131,india,in,0.7087195828505214,0.012581025869139846,0.4571324914510269
132,you,can,0.5643649305665893,0.04566503565009681,0.4563424374510563
133,"ways,some,to,what",be,1.0,0.017193811564875976,0.45058482614631834
134,"ways,some,what",be,0.9995648389904265,0.017718342379775737,0.4501496651367448
135,"can,of",you,0.530239099859353,0.01647900976810081,0.44932507920209536
136,"can,of,the",you,0.5299881936245573,0.011542249157279536,0.4490741729672996
137,"my,i",can,0.556632096069869,0.010488045068510409,0.44860960295433594
138,"ways,some,to",be,0.9979110713219934,0.017196382794360778,0.44849589746831175
139,"possible,it,for",be,0.9977329403763319,0.011315980962616894,0.4483177665226502
140,"possible,it,for,to",be,0.9976990335941095,0.011148851046104715,0.44828385974042784
141,"possible,it,to",be,0.9974377745241582,0.021019801038262467,0.4480226006704765
142,"ways,some",be,0.9973950795947901,0.01772091360926054,0.44797990574110846
143,"possible,it",be,0.9967339321124461,0.021971155947639483,0.44731875825876444
144,"possible,for,to",be,0.9963511972633979,0.011233701619103207,0.4469360234097163
145,"it,be",to,0.7571554770318021,0.04407601582848871,0.44580529871703733
146,"reason,of,what,the",be,0.9938476100331283,0.010799163836171542,0.4444324361794466
147,"possible,for",be,0.9934152765583846,0.011637384648217237,0.4440001027047029
148,"behind,reason,what,the",be,0.9928593604470661,0.016445583784798375,0.44344418659338447
149,"reason,for,what,the",be,0.9928,0.01595447895320105,0.44338482614631836
150,"behind,reason,what",be,0.9927165659383232,0.016471296079646404,0.4433013920846416
151,"reason,what,the",be,0.9922486879289463,0.03159783913874097,0.4428335140752646
152,"some,to,what",be,0.9922338967565099,0.022338841763966277,0.4428187229028282
153,"possible,to",be,0.9919980890959035,0.021356632100771628,0.4425829152422218
154,"reason,of,what",be,0.9917569477154969,0.010827447360504372,0.4423417738618153
155,"behind,what,the",be,0.9914904932854673,0.019173658268174094,0.4420753194317857
156,"behind,what",be,0.9905947807656643,0.01922765408735495,0.44117960691198266
157,"you,the",can,0.5491572112546731,0.02152890447625341,0.44113471813914007
158,"some,what",be,0.9894183864915572,0.03389908952763943,0.44000321263787556
159,"reason,what",be,0.9864554455445544,0.032022092003733425,0.4370402716908728
160,"method,what,the",be,0.9859119496855346,0.01007664835094197,0.436496775831853
161,"reason,for,what",be,0.9850046860356139,0.01621417313116613,0.4355895121819322
162,possible,be,0.9846373312849775,0.02307164216713506,0.4352221574312959
163,there,be,0.9844678552133982,0.01874169171472723,0.43505268135971653
164,"reason,for,the",be,0.983787090853472,0.016538148046251276,0.4343719169997904
165,"process,be,the",for,0.6026415094339622,0.012318760461689966,0.4342079795729886
166,"method,what",be,0.9831460674157303,0.010349198676331061,0.43373089356204864
167,"behind,reason,the",be,0.9825121654501217,0.016612713701310556,0.43309699159644
168,"behind,reason",be,0.9820995145631068,0.016646139684612992,0.4326843407094252
169,"it,in,be",to,0.7413078724554134,0.010580609329963308,0.42995769414064866
170,"process,be",for,0.5980041887396822,0.01248074791923254,0.4295706588787086
171,"reason,the",be,0.9784971098265896,0.03264432953905569,0.4290819359729079
172,"i,what",to,0.7394937628678697,0.01569992723420558,0.42814358455310497
173,"reason,of,the",be,0.977165883143049,0.011223416701163995,0.4277507092893673
174,"i,what",can,0.5332445198013807,0.0113211234215865,0.42522202668584763
175,"ways,to,what",be,0.9746106251333475,0.023490752573157907,0.42519545127966585
176,"reason,of",be,0.9734513274336283,0.011313409733132091,0.4240361535799466
177,"for,a,what,the",be,0.9722515457698688,0.016576716488523317,0.42283637191618717
178,"reason,for",be,0.9713066509711595,0.01697268582918294,0.4218914771174779
179,"process,what,the",be,0.9708575112830432,0.019358786791079892,0.42144233742936155
180,"your,be",what,0.7343303646445976,0.01123627284858801,0.4188945026784812
181,"ways,to",be,0.9678507431221671,0.023609029129458833,0.41843556926848546
182,reason,be,0.9676772180115916,0.03348512158058619,0.4182620441579099
183,"process,for,what,the",be,0.9672332582428834,0.012143916856723379,0.41781808438920176
184,"process,for,what",be,0.9671266233766234,0.012254479724569898,0.4177114495229417
185,"process,what",be,0.9664634146341463,0.019561913920379308,0.41704824078046465
186,"behind,the",be,0.9650270474273493,0.01972390137792188,0.4156118735736677
187,"that,what,the",be,0.9617241379310345,0.01434231806622973,0.41230896407735285
188,"for,of,what,the",be,0.9605069801616458,0.01344495897603357,0.41109180630796416
189,behind,be,0.9596624053617971,0.019880746376494847,0.4102472315081155
190,"for,what,the",be,0.9587721081520634,0.0606321624811336,0.4093569342983817
191,"process,the",for,0.576797201218824,0.013141553896826846,0.40836367135785046
192,"it,for,to",be,0.9549196393571149,0.018790545074938485,0.4055044655034332
193,"for,in,what,the",be,0.9547108039287013,0.013496383565729625,0.4052956300750197
194,"method,the",be,0.9546300604932527,0.010549754576145676,0.40521488663957106
195,"behind,reason,what,be",the,0.9984389634717452,0.016445583784798375,0.4045672318258241
196,"behind,reason,what",the,0.9982953664962033,0.016563860341099305,0.4044236348502822
197,"behind,reason,be",the,0.9979919678714859,0.016612713701310556,0.4041202362255648
198,"behind,reason",the,0.9975728155339806,0.016908405092062873,0.4037010838880595
199,"reason,of,what,be",the,0.9973877938731893,0.010799163836171542,0.4035160622272682
200,"behind,what,be",the,0.9971917625033432,0.019173658268174094,0.4033200308574221
201,"for,to,what,the",be,0.9526520827090201,0.016347877064375873,0.40323690885533847
202,some,what,0.7185612597066436,0.03426163288499662,0.4031253977405273
203,"behind,what",the,0.9962908994568817,0.01933821695520147,0.40241916781096054
204,"reason,of,what",the,0.9952896844088553,0.010866015802776413,0.40141795276293424
205,it,to,0.7118637834657252,0.04977128913732679,0.40051360515096046
206,"my,what",to,0.710021960471152,0.018289155325401946,0.3986717821563872
207,process,for,0.5670272041953458,0.013344681026126263,0.3985936743343722
208,"behind,be",the,0.9921107087428868,0.01972390137792188,0.39823897709696565
209,"reason,of,be",the,0.9920454545454546,0.011223416701163995,0.39817372289953346
210,"process,for,what,be",the,0.9909777591271507,0.012143916856723379,0.3971060274812296
211,"process,for,what",the,0.9908685064935064,0.01255531357429182,0.39699677484758533
212,"an,what,the",be,0.9455047137272936,0.0105728956415089,0.39608953987361195
213,"process,what,be",the,0.9896161934805467,0.019358786791079892,0.39574446183462564
214,"for,of,what",be,0.9450402144772118,0.0145017342942875,0.3956250406235301
215,"reason,of",the,0.9882743362831858,0.011485682108613875,0.39440260463726473
216,"process,for,be",the,0.9870210135970334,0.012318760461689966,0.3931492819511123
217,"reason,what,be",the,0.9867512445800546,0.03159783913874097,0.3928795129341335
218,behind,the,0.9865955070125357,0.020438703174697044,0.3927237753666146
219,"process,what",the,0.9851371951219512,0.01993988465464531,0.3912654634760301
220,method,be,0.9404944213520018,0.011053715555167013,0.3910792474983201
221,"process,for",the,0.9847784200385357,0.013141553896826846,0.39090668839261455
222,"reason,for,what,be",the,0.9839835077703775,0.01595447895320105,0.39011177612445636
223,"it,in",to,0.7000452420449405,0.011935647268454357,0.3886950637301757
224,"process,for,the",be,0.9373899432596361,0.012318760461689966,0.38797476940595443
225,"that,what",be,0.9368475318984405,0.018690267125031176,0.38743235804475884
226,"a,what,the",be,0.9365394149727317,0.04371347247113152,0.3871242411190501
227,"reason,what",the,0.980990099009901,0.031844677169282035,0.38711836736397987
228,"process,for",be,0.9352601156069364,0.01248074791923254,0.3858449417532548
229,"process,be",the,0.9794258962670938,0.020441274404181847,0.38555416462117265
230,"for,a,what",be,0.9328480864052594,0.020430989486242637,0.38343291255157774
231,"reason,for,what",the,0.9762574195563887,0.016070184280017177,0.38238568791046756
232,"it,for",be,0.9315115092414106,0.021122650217654575,0.3820963353877289
233,effective,be,0.9307923771313942,0.011930504809484752,0.3813772032777125
234,"reason,be",the,0.9748905782077862,0.03264432953905569,0.38101884656186513
235,"reason,for,be",the,0.9743978185123466,0.016538148046251276,0.38052608686642553
236,"method,what,be",the,0.9736645962732919,0.01007664835094197,0.37979286462737083
237,"a,of,what,the",be,0.9288784139747678,0.017227237548178412,0.3794632401210861
238,"a,to,what,the",be,0.9284170375079466,0.018775117698029666,0.3790018636542649
239,"most,what,be",the,0.972494412927626,0.014545445195529146,0.37862268128170484
240,"some,to",be,0.9276960784313726,0.023357048639948166,0.3782809045776909
241,"my,the",what,0.6935323383084577,0.012545028656352607,0.3780964763423414
242,"method,what",the,0.970933072789448,0.010220637202090923,0.37706134114352685
243,"for,what",be,0.9259850905218318,0.07154188918515167,0.3765699166681501
244,"most,what",the,0.9689946758534294,0.015910768051959404,0.37512294420750825
245,take,to,0.6864293659621802,0.015867057150717758,0.37507918764741544
246,"for,in,what",be,0.9236510651531643,0.015273103139728324,0.37423589129948265
247,process,the,0.9680978914017262,0.02278366446483715,0.3742261597558051
248,"for,be,the",what,0.6891603588859339,0.0606321624811336,0.3737244969198175
249,reason,the,0.9641105662059741,0.033361702565315655,0.370238834560053
250,"top,be",the,0.9624908065702378,0.01009464695733559,0.36861907492431667
251,"reason,for",the,0.9620364920541495,0.016810698371640367,0.36816476040822843
252,"most,what,the",be,0.9141887524240465,0.014545445195529146,0.36477357857036485
253,"possible,it,to,be",for,0.5303975535168196,0.011148851046104715,0.361964023655846
254,"possible,it,to",for,0.530258662762323,0.011174563340952744,0.36182513290134943
255,"most,what",be,0.9108988412151582,0.014956841913097586,0.3614836673614765
256,"method,be",the,0.9544080018608979,0.010549754576145676,0.3605362702149768
257,"my,what,be",to,0.6699588477366255,0.012557884803776622,0.35860866942186076
258,"possible,to,be",for,0.5260052973753913,0.011233701619103207,0.35757176751441766
259,"on,what,the",be,0.9055743491689955,0.01583105993793052,0.3561591753153138
260,"possible,to",for,0.5237071539472112,0.01127484129086005,0.35527362408623764
261,"for,to,what",be,0.9044204091229721,0.019780468426587542,0.3550052352692904
262,"of,what,the",be,0.9038367721755101,0.08098344385334735,0.3544215983218284
263,"a,in,what,the",be,0.9021121039805037,0.011421401371493807,0.352696930126822
264,best,the,0.9456595264937994,0.010783736459262725,0.35178779484787825
265,"it,a,to",be,0.8997532787949617,0.017816049100198243,0.35033810494128004
266,"my,be",to,0.6607262945527909,0.0202098637505496,0.3493761162380261
267,"my,what,the",be,0.8979299036687846,0.01126455637292084,0.3485147298151029
268,"process,the",be,0.897189933416093,0.020441274404181847,0.34777475956241133
269,"some,what,be",to,0.6589805825242718,0.022338841763966277,0.3476304042095071
270,"possible,it,be",for,0.5150380339379754,0.011315980962616894,0.34660450407700183
271,method,the,0.9402756508422665,0.011051144325682211,0.3464039191963454
272,"possible,it",for,0.5145223375714453,0.011341693257464923,0.3460888077104717
273,"some,what",to,0.6571106941838649,0.022513685368932862,0.34576051586910017
274,"what,the",be,0.8937308599387518,0.19585054985742534,0.3443156860850701
275,"for,a,be,the",what,0.65920245398773,0.016576716488523317,0.3437665920216137
276,"reason,what",for,0.5070891089108911,0.016461011161707194,0.3386555790499175
277,"reason,be",for,0.5068724564232512,0.01697268582918294,0.3384389265622776
278,"reason,be,the",for,0.5066162570888468,0.016538148046251276,0.33818272722787324
279,"to,what,the",be,0.8874102924735836,0.06327024393254123,0.33799511861990195
280,"reason,what,be",for,0.506343343504095,0.01621417313116613,0.33790981364312145
281,process,be,0.8868130667540697,0.020870669728143908,0.337397892900388
282,"it,in,to",be,0.8864713485566567,0.010580609329963308,0.337056174702975
283,reason,for,0.5049784514786744,0.017474075578719477,0.3365449216177008
284,"reason,what,be,the",for,0.5049231019611035,0.01595447895320105,0.33648957210012986
285,"reason,what,the",for,0.5046427129592249,0.016070184280017177,0.3362091830982513
286,top,the,0.9300444803881924,0.01182765563009264,0.3361727487422713
287,"it,to",be,0.8855711112259131,0.04407601582848871,0.3361559373722315
288,"possible,be",for,0.5044020951744121,0.011637384648217237,0.33596856531343855
289,"a,of,what",be,0.8852536747273589,0.01920194179250692,0.3358385008736773
290,"and,of,what,the",be,0.8851296596434359,0.011233701619103207,0.33571448578975427
291,"reason,the",for,0.5038921001926783,0.016810698371640367,0.3354585703317047
292,"and,of,what,be",the,0.9289815011694663,0.011233701619103207,0.3351097695235452
293,"for,of,what,be",the,0.9271276595744681,0.01344495897603357,0.33325592792854697
294,consider,be,0.8818427139552815,0.011763374892972573,0.3324275401015998
295,"of,what,be",the,0.923392652965493,0.08098344385334735,0.3295209213195719
296,"and,what,the",be,0.8784594542287595,0.023341621263039347,0.3290442803750778
297,"it,be,the",to,0.64021512457469,0.01499798158485443,0.32886494625992524
298,"some,be",to,0.637563166760247,0.023357048639948166,0.3262129884454823
299,"of,what",be,0.8748364923439944,0.08770206649713694,0.32542131849031275
300,take,what,0.6402669632925473,0.014799996914524619,0.32483110132643095
301,"most,be",the,0.9166357566765578,0.025416603457275165,0.3227640250306367
302,"in,of,what,be",the,0.9148380974973312,0.019831893016283596,0.32096636585141014
303,most,the,0.9122520088174643,0.032986303060534454,0.31838027717154316
304,"for,of,what",the,0.9121983914209115,0.01399777331526616,0.3183266597749904
305,"my,to",what,0.631368720042606,0.018289155325401946,0.3159328580764897
306,"and,of,what",be,0.8638868479059515,0.012092492267027324,0.31447167405226983
307,"and,of,what",the,0.9066862601028656,0.012691588736986364,0.31281452845694446
308,"i,to",what,0.6242077284808832,0.01569992723420558,0.3087718665147669
309,"it,a",be,0.8580078716318499,0.021860593079792965,0.3085926977781682
310,"on,of,be",the,0.901953556948028,0.012583597098624649,0.3080818253021069
311,"for,in,be,the",what,0.6225833234491757,0.013496383565729625,0.3071474614830593
312,"my,to,be",what,0.6213740458015267,0.012557884803776622,0.3059381838354103
313,"in,what,the",be,0.8538447637119364,0.04859366603328714,0.30442958985825475
314,"top,the",be,0.8534782608695652,0.01009464695733559,0.3040630870158836
315,"a,of,what,be",the,0.8971612212104981,0.017227237548178412,0.303289489564577
316,"'s,what,the",be,0.8525968177724407,0.014604583473679609,0.303181643918759
317,"it,to,the",be,0.8516571762301066,0.01499798158485443,0.30224200237642496
318,"which,for",be,0.8511365922349627,0.010878871950200427,0.3017214183812811
319,"on,what",be,0.8503258588313266,0.019793324574011555,0.30091068497764495
320,"in,of,what",the,0.8942601161760362,0.02335447741046336,0.30038838453011507
321,"by,of,be",the,0.8938487498082528,0.014982554207945614,0.2999770181623317
322,"of,what",the,0.8937649080509887,0.08959963385692137,0.29989317640506763
323,"in,of,what,the",be,0.8491687768358472,0.019831893016283596,0.2997536029821656
324,"ways,what",be,0.8478224172856178,0.025828000174843605,0.29840724343193614
325,"by,of",the,0.8914654554147741,0.019176229497658896,0.29759372376885296
326,"my,be",what,0.6128110289172831,0.018744262944212033,0.2973751669511668
327,my,to,0.6047884904444921,0.02896747137578776,0.2934383121297274
328,"in,to,what,the",be,0.8428502493163905,0.013473242500366401,0.29343507546270886
329,ways,be,0.8419169648057243,0.02601827115671901,0.29250179095204265
330,"at,of",the,0.8839427662957074,0.011436828748402624,0.29007103464978634
331,"for,in,what,be",the,0.8836700336700337,0.013496383565729625,0.2897983020241126
332,"and,in,of",the,0.8827199001871491,0.018191448604979444,0.28884816854122797
333,"it,the",to,0.5992125984251968,0.01761035074141402,0.28786242011043206
334,"it,in",be,0.8371286382144473,0.014272894870140055,0.2877134643607656
335,"on,of",the,0.8799913429282545,0.02090923817041595,0.28611961128233343
336,it,be,0.832597822889085,0.05821263553593422,0.28318264903540336
337,"for,to,be,the",what,0.5980622707177123,0.016347877064375873,0.282626408751596
338,"in,of,be",the,0.875185577942736,0.04244071387615416,0.2813138462968149
339,"in,of,what",be,0.8300679334449148,0.02167803578637197,0.28065275959123315
340,"and,of,be",the,0.8735950846695639,0.02997796456331524,0.2797233530236428
341,"an,be,the",what,0.5935334872979214,0.0105728956415089,0.2780976253318051
342,"for,of,be,the",what,0.5928571428571429,0.01344495897603357,0.2774212808910265
343,top,be,0.824706833805095,0.010488045068510409,0.27529165995141336
344,"for,to",be,0.8226222242322826,0.04676809309907719,0.27320705037860094
345,"for,a,to",be,0.8226063224926086,0.01860027409306308,0.2731911486389269
346,"for,to,the",be,0.8215610510046368,0.027334740652938016,0.2721458771509552
347,"of,be",the,0.8630372659940514,0.15220135812341387,0.2691655343481303
348,"my,the",to,0.5798152096659559,0.010488045068510409,0.26846503135119115
349,"'s,of,be",the,0.8622201346485048,0.014159760772808734,0.26834840300258367
350,"an,what",be,0.8172278778386844,0.01341667545170074,0.2678127039850028
351,"of,to,what,the",be,0.8170305676855896,0.014432311098197825,0.2676153938319079
352,"in,of",the,0.8596094056566754,0.07322347326821266,0.2657376740107543
353,"a,what",be,0.8144397255798759,0.05769067595051926,0.2650245517261942
354,"of,to,what,be",the,0.8587821297429621,0.014432311098197825,0.264910398097041
355,"and,of,to",the,0.8587015086206896,0.01639158796561752,0.2648297769747685
356,"my,i",to,0.5732805676855895,0.010801735065656345,0.2619303893708248
357,"for,the",what,0.5766976177077472,0.06323938917872358,0.26126175574163085
358,"a,of,what",the,0.8550260787102892,0.018546278273882222,0.26115434706436813
359,"for,in,what",the,0.8549214741097807,0.01413661970744551,0.2610497424638596
360,"with,what",be,0.8096540941958179,0.010652603755537785,0.26023892034213625
361,"in,of,to",the,0.8538218111002921,0.01803717483589128,0.259950079454371
362,"and,of",the,0.8536364011385669,0.05320645172902327,0.25976466949264576
363,"for,in,to",be,0.8091031304013827,0.010832589819473978,0.25968795654770105
364,"and,what",be,0.808272739744821,0.03029679701943078,0.2588575658911393
365,"most,be,the",what,0.5722812341932221,0.014545445195529146,0.25684537222710574
366,"it,of",be,0.8035714285714286,0.01295899660340585,0.25415625471774694
367,"for,what,be",the,0.8475057504312824,0.0606321624811336,0.2536340187853613
368,"your,what",be,0.8030135979419332,0.01123627284858801,0.2535984240882515
369,"for,of,be",the,0.8468554968795007,0.02267824405596024,0.25298376523357957
370,"for,the",be,0.8023119489776778,0.08797975928149564,0.2528967751239961
371,way,be,0.7996512303817089,0.010611464083780942,0.2502360565280273
372,"use,be",to,0.5612009237875288,0.011246557766527221,0.2498507454727641
373,"it,the",be,0.7971128608923884,0.023426471836037837,0.24769768703870676
374,"by,the",be,0.7963091922005571,0.03528241099046331,0.2468940183468754
